timestamp,transactionID,userID,merchantID,amount,fraud_probability,predicted_fraud,actual_fraud,high_confidence
2025-10-03T14:32:38.805707,1977,15,M593,57.13,3.666516477096593e-06,False,False,False
2025-10-03T14:32:38.818413,1978,18,M398,3.74,1.1351182394037096e-07,False,False,False
2025-10-03T14:32:38.828290,1979,7,M228,342.42,1.1044044612162907e-07,False,False,False
2025-10-03T14:32:38.839993,1980,4,M980,32.07,0.0014563791919499636,False,False,False
2025-10-03T14:32:38.850038,1981,11,M967,16.42,3.942904731957242e-05,False,False,False
2025-10-03T14:32:38.861688,1982,16,M367,49.88,3.0400400419239304e-07,False,False,False
2025-10-03T14:32:38.871619,1983,14,M913,146.0,0.8551473617553711,True,True,True
2025-10-03T14:32:38.882773,1984,22,M384,645.92,2.9742281526523584e-08,False,False,False
2025-10-03T14:32:38.891737,1985,3,M900,29.48,2.5227591322618537e-06,False,False,False
2025-10-03T14:32:38.904196,1986,5,M285,60.4,4.433676110693341e-07,False,False,False
2025-10-03T14:32:38.915075,1987,24,M972,5.8,0.0009730480378493667,False,False,False
2025-10-03T14:32:38.925917,1988,1,M682,268.19,5.797102886617722e-08,False,False,False
2025-10-03T14:32:38.934932,1989,15,M886,63.97,3.926516910723876e-06,False,False,False
2025-10-03T14:32:38.947036,1990,11,M589,22.75,6.474330405126238e-08,False,False,False
2025-10-03T14:32:38.957896,1991,1,M329,309.85,3.838292528257625e-08,False,False,False
2025-10-03T14:32:38.967556,1992,22,M257,419.35,4.800112662906031e-08,False,False,False
2025-10-03T14:32:38.978208,1993,20,M146,337.78,1.050418632075889e-07,False,False,False
2025-10-03T14:32:38.989977,1994,10,M157,176.53,8.43299758912508e-08,False,False,False
2025-10-03T14:32:39.000927,1995,6,M814,102.84,3.6138567338639405e-07,False,False,False
2025-10-03T14:32:39.011569,1996,2,M247,543.89,3.410060500641521e-08,False,False,False
2025-10-03T14:32:39.023469,1997,3,M157,21.99,1.5176932777194452e-07,False,False,False
2025-10-03T14:32:39.032604,1998,25,M826,108.68,3.5300712397656753e-07,False,False,False
2025-10-03T14:32:39.042908,1999,10,M212,250.58,2.616834393620593e-08,False,False,False
2025-10-03T14:32:39.054302,2000,21,M464,279.16,4.5839623652454975e-08,False,False,False
2025-10-03T14:32:39.063337,2001,16,M350,51.78,2.0287609459046507e-07,False,False,False
2025-10-03T14:32:39.074674,2002,3,M987,21.4,1.9605762645369396e-05,False,False,False
2025-10-03T14:32:39.085438,2003,8,M650,20.16,3.74302651096059e-08,False,False,False
2025-10-03T14:32:39.095576,2004,4,M463,67.47,4.3918703340750653e-07,False,False,False
2025-10-03T14:32:39.105886,2005,8,M157,12.89,1.373514066926873e-07,False,False,False
2025-10-03T14:32:39.118264,2006,21,M197,273.89,4.4647514130247146e-08,False,False,False
2025-10-03T14:32:39.129942,2007,25,M695,62.77,4.0554456859354104e-07,False,False,False
2025-10-03T14:32:39.138443,2008,2,M650,295.57,4.850733148487052e-08,False,False,False
2025-10-03T14:32:39.149804,2009,11,M153,13.43,2.5414104243282054e-07,False,False,False
2025-10-03T14:32:39.161046,2010,24,M227,420.35,1.1560137863853015e-05,False,False,False
2025-10-03T14:32:39.171723,2011,20,M333,459.0,4.294064183341106e-06,False,False,False
2025-10-03T14:32:39.181709,2012,22,M174,523.45,4.461984559611665e-08,False,False,False
2025-10-03T14:32:39.192917,2013,9,M425,197.71,3.431912531937087e-08,False,False,False
2025-10-03T14:32:39.201616,2014,5,M502,105.75,4.025071689284232e-07,False,False,False
2025-10-03T14:32:39.212262,2015,21,M836,251.59,5.6153048433316144e-08,False,False,False
2025-10-03T14:32:39.222926,2016,15,M803,101.56,3.906995971192373e-06,False,False,False
2025-10-03T14:32:39.234999,2017,23,M730,39.84,4.9073879182515157e-08,False,False,False
2025-10-03T14:32:39.244997,2018,15,M186,81.59,2.0933134692313615e-06,False,False,False
2025-10-03T14:32:39.255452,2019,22,M439,536.97,4.184641255733368e-08,False,False,False
2025-10-03T14:32:39.266368,2020,10,M475,211.99,5.203938258091512e-08,False,False,False
2025-10-03T14:32:39.276517,2021,1,M556,331.28,5.4390639547818864e-08,False,False,False
2025-10-03T14:32:39.286890,2022,14,M945,142.74,0.9627464413642883,True,False,True
2025-10-03T14:32:39.298125,2023,21,M335,329.46,4.219368676672275e-08,False,False,False
2025-10-03T14:32:39.307784,2024,22,M287,610.49,2.839880686167362e-08,False,False,False
2025-10-03T14:32:39.317528,2025,2,M212,432.6,4.110526319323071e-08,False,False,False
2025-10-03T14:32:39.329817,2026,9,M321,86.92,2.214941758893474e-07,False,False,False
2025-10-03T14:32:39.341008,2027,8,M444,14.22,9.200843464896025e-08,False,False,False
2025-10-03T14:32:39.350724,2028,10,M185,172.18,9.204845952126561e-08,False,False,False
2025-10-03T14:32:39.362400,2029,15,M846,53.64,4.549297045741696e-06,False,False,False
2025-10-03T14:32:39.371675,2030,4,M607,22.27,4.7492738985965843e-07,False,False,False
2025-10-03T14:32:39.382513,2031,8,M100,22.18,2.2370933550064365e-08,False,False,False
2025-10-03T14:32:39.393198,2032,10,M966,210.29,0.00012619160406757146,False,False,False
2025-10-03T14:32:39.403327,2033,24,M810,31.53,3.814351714481745e-07,False,False,False
2025-10-03T14:32:39.413602,2034,1,M173,294.76,4.351803184476921e-08,False,False,False
2025-10-03T14:32:39.423784,2035,2,M715,620.97,3.391948766306996e-08,False,False,False
2025-10-03T14:32:39.434568,2036,8,M834,17.83,3.907804568825668e-08,False,False,False
2025-10-03T14:32:39.445960,2037,1,M904,339.67,1.859367148426827e-05,False,False,False
2025-10-03T14:32:39.457178,2038,12,M822,43.06,6.164659680507611e-07,False,False,False
2025-10-03T14:32:39.467066,2039,2,M639,399.66,3.871969056490343e-08,False,False,False
2025-10-03T14:32:39.478230,2040,25,M658,83.16,2.607062867809873e-07,False,False,False
2025-10-03T14:32:39.486745,2041,12,M242,115.8,3.522558813529031e-07,False,False,False
2025-10-03T14:32:39.498264,2042,7,M302,249.56,5.678679571019529e-08,False,False,False
2025-10-03T14:32:39.509979,2043,7,M507,231.14,7.849001804061118e-08,False,False,False
2025-10-03T14:32:39.519802,2044,9,M293,94.71,1.8095525433636794e-07,False,False,False
2025-10-03T14:32:39.531540,2045,21,M215,338.83,3.959778283046944e-08,False,False,False
2025-10-03T14:32:39.541768,2046,6,M606,91.17,2.3275167393421725e-07,False,False,False
2025-10-03T14:32:39.551710,2047,22,M249,317.76,3.500055001381952e-08,False,False,False
2025-10-03T14:32:39.563167,2048,13,M852,69.14,2.4687587938387878e-05,False,False,False
2025-10-03T14:32:39.573336,2049,18,M347,3.4,1.5011765697181545e-07,False,False,False
2025-10-03T14:32:39.584278,2050,15,M436,91.74,1.4945755992812337e-06,False,False,False
2025-10-03T14:32:39.594439,2051,25,M297,90.74,2.6849426149055944e-07,False,False,False
2025-10-03T14:32:39.604461,2052,20,M496,88.66,2.2296543988886697e-07,False,False,False
2025-10-03T14:32:39.614892,2053,13,M817,40.23,4.08828018407803e-05,False,False,False
2025-10-03T14:32:39.626146,2054,3,M396,31.7,4.8159684240545175e-08,False,False,False
2025-10-03T14:32:39.634612,2055,21,M486,248.73,5.613442510821187e-08,False,False,False
2025-10-03T14:32:39.645864,2056,19,M906,1956.16,4.590384943361538e-15,False,False,False
2025-10-03T14:32:39.655411,2057,17,M944,97.38,0.17391934990882874,False,False,False
2025-10-03T14:32:39.667908,2058,19,M589,1538.36,1.0846278573634766e-13,False,False,False
2025-10-03T14:32:39.678299,2059,6,M962,140.89,0.0017203021561726928,False,False,False
2025-10-03T14:32:39.688375,2060,24,M262,38.99,3.195306419456756e-07,False,False,False
2025-10-03T14:32:39.697567,2061,25,M126,108.66,3.740739771274093e-07,False,False,False
2025-10-03T14:32:39.709980,2062,12,M324,75.53,2.3496629353303433e-07,False,False,False
2025-10-03T14:32:39.721628,2063,7,M790,182.88,1.1236679853254827e-07,False,False,False
2025-10-03T14:32:39.731620,2064,13,M783,48.64,2.2969439669395797e-05,False,False,False
2025-10-03T14:32:39.741648,2065,23,M759,43.33,3.9222385339598986e-08,False,False,False
2025-10-03T14:32:39.752542,2066,9,M878,58.49,5.120679134051898e-07,False,False,False
2025-10-03T14:32:39.761984,2067,9,M958,92.89,0.01728932559490204,False,False,False
2025-10-03T14:32:39.773313,2068,7,M285,249.75,4.6968668954150417e-08,False,False,False
2025-10-03T14:32:39.783113,2069,16,M842,48.35,2.7120904633193277e-07,False,False,False
2025-10-03T14:32:39.794382,2070,25,M973,82.06,0.0034382117446511984,False,False,False
2025-10-03T14:32:39.803261,2071,10,M381,151.76,1.0806496675286326e-07,False,False,False
2025-10-03T14:32:39.815358,2072,4,M265,381.75,1.6691470591467805e-05,False,False,False
2025-10-03T14:32:39.826604,2073,3,M697,15.42,2.706796067286632e-07,False,False,False
2025-10-03T14:32:39.836868,2074,9,M812,197.35,4.126574992824317e-08,False,False,False
2025-10-03T14:32:39.846560,2075,20,M632,500.0,8.881308531272225e-06,False,False,False
2025-10-03T14:32:39.856549,2076,5,M589,108.08,3.9751063241055817e-07,False,False,False
2025-10-03T14:32:39.867991,2077,17,M975,215.92,0.00036155644920654595,False,False,False
2025-10-03T14:32:39.878605,2078,19,M570,1256.05,4.352591637807324e-12,False,False,False
2025-10-03T14:32:39.889832,2079,15,M537,44.29,6.099948222981766e-06,False,False,False
2025-10-03T14:32:39.901627,2080,24,M806,26.24,4.215150681829982e-07,False,False,False
2025-10-03T14:32:39.911692,2081,7,M494,396.59,4.037227654407616e-07,False,False,False
2025-10-03T14:32:39.923170,2082,13,M959,35.16,0.9775679111480713,True,False,True
2025-10-03T14:32:39.932150,2083,4,M558,43.75,7.362766041296709e-07,False,False,False
2025-10-03T14:32:39.944995,2084,16,M174,46.77,2.7096552912553307e-07,False,False,False
2025-10-03T14:32:39.954901,2085,14,M973,459.9,0.9985188841819763,True,True,True
2025-10-03T14:32:39.963968,2086,16,M908,55.0,0.00016324460739269853,False,False,False
2025-10-03T14:32:39.975975,2087,18,M362,7.47,6.925171103233652e-09,False,False,False
2025-10-03T14:32:39.987729,2088,20,M339,500.0,8.48099443828687e-06,False,False,False
2025-10-03T14:32:39.998050,2089,20,M637,267.91,4.6005158793605005e-08,False,False,False
2025-10-03T14:32:40.009778,2090,12,M443,111.89,3.5124412534059957e-07,False,False,False
2025-10-03T14:32:40.017690,2091,10,M426,180.76,7.55861222501153e-08,False,False,False
2025-10-03T14:32:40.029759,2092,17,M351,217.14,5.899894262029193e-08,False,False,False
2025-10-03T14:32:40.040772,2093,2,M897,593.74,2.6870377922705302e-08,False,False,False
2025-10-03T14:32:40.051684,2094,7,M560,204.57,1.1287987433661328e-07,False,False,False
2025-10-03T14:32:40.062442,2095,17,M432,80.0,5.774203941655287e-07,False,False,False
2025-10-03T14:32:40.072544,2096,22,M842,555.82,3.942106374665855e-08,False,False,False
2025-10-03T14:32:40.083519,2097,14,M972,40.0,0.9443410634994507,True,False,True
2025-10-03T14:32:40.094229,2098,8,M611,14.99,7.135523816259592e-08,False,False,False
2025-10-03T14:32:40.102953,2099,4,M834,18.26,4.7352895649055426e-07,False,False,False
2025-10-03T14:32:40.115420,2100,1,M660,339.59,4.074253823205254e-08,False,False,False
2025-10-03T14:32:40.124040,2101,15,M594,125.28,1.956618234544294e-06,False,False,False
2025-10-03T14:32:40.134650,2102,6,M346,105.32,3.4044040830849553e-07,False,False,False
2025-10-03T14:32:40.146603,2103,24,M633,43.09,7.599179525641375e-07,False,False,False
2025-10-03T14:32:40.158104,2104,21,M944,378.16,2.3420225261361338e-05,False,False,False
2025-10-03T14:32:40.166762,2105,6,M490,93.11,1.7747726133165997e-07,False,False,False
2025-10-03T14:32:40.178604,2106,8,M285,7.36,3.3134509180854366e-07,False,False,False
2025-10-03T14:32:40.189839,2107,5,M893,92.39,2.4928419861680595e-07,False,False,False
2025-10-03T14:32:40.198457,2108,9,M496,88.04,2.0730760752485367e-07,False,False,False
2025-10-03T14:32:40.211073,2109,17,M317,269.74,4.968871891719573e-08,False,False,False
2025-10-03T14:32:40.223154,2110,16,M362,49.77,2.7782331812886696e-07,False,False,False
2025-10-03T14:32:40.231643,2111,11,M289,19.7,8.280763097445742e-08,False,False,False
2025-10-03T14:32:40.242889,2112,20,M463,196.98,9.662468869464647e-08,False,False,False
2025-10-03T14:32:40.252381,2113,14,M518,137.76,1.4777466503801406e-06,False,False,False
2025-10-03T14:32:40.263191,2114,3,M622,33.31,5.406596770285432e-08,False,False,False
2025-10-03T14:32:40.274648,2115,18,M291,6.38,1.841453745043964e-08,False,False,False
2025-10-03T14:32:40.285618,2116,20,M900,213.27,0.00011670959793264046,False,False,False
2025-10-03T14:32:40.296686,2117,5,M903,150.0,0.03202983736991882,False,False,False
2025-10-03T14:32:40.308285,2118,9,M184,144.21,1.1514662645595308e-07,False,False,False
2025-10-03T14:32:40.317088,2119,9,M128,194.59,3.943091542168986e-08,False,False,False
2025-10-03T14:32:40.329930,2120,1,M434,296.89,5.244913481305957e-08,False,False,False
2025-10-03T14:32:40.340755,2121,1,M531,319.69,4.1649812487776217e-08,False,False,False
2025-10-03T14:32:40.351581,2122,1,M862,342.02,4.152218480157899e-08,False,False,False
2025-10-03T14:32:40.362750,2123,13,M421,88.36,3.233340248698369e-05,False,False,False
2025-10-03T14:32:40.374643,2124,6,M944,84.97,0.038898903876543045,False,False,False
2025-10-03T14:32:40.381791,2125,4,M385,38.92,3.0803195727457933e-07,False,False,False
2025-10-03T14:32:40.393101,2126,20,M546,422.03,1.213018549606204e-06,False,False,False
2025-10-03T14:32:40.404857,2127,20,M456,398.88,6.711026117045549e-07,False,False,False
2025-10-03T14:32:40.414776,2128,6,M315,146.65,1.3981698998577485e-07,False,False,False
2025-10-03T14:32:40.426255,2129,10,M439,177.51,9.462738859156161e-08,False,False,False
2025-10-03T14:32:40.434790,2130,1,M345,299.55,4.167118916598156e-08,False,False,False
2025-10-03T14:32:40.446211,2131,7,M463,263.8,3.314872643045419e-08,False,False,False
2025-10-03T14:32:40.455623,2132,23,M182,24.41,8.822007657727227e-08,False,False,False
2025-10-03T14:32:40.468689,2133,8,M424,27.12,5.947185854893178e-09,False,False,False
2025-10-03T14:32:40.480257,2134,11,M370,27.28,2.4838193724008306e-08,False,False,False
2025-10-03T14:32:40.487665,2135,10,M533,214.87,4.589893976003623e-08,False,False,False
2025-10-03T14:32:40.500288,2136,20,M954,27.9,0.02813032828271389,False,False,False
2025-10-03T14:32:40.510945,2137,8,M652,12.48,1.5889460769358266e-07,False,False,False
2025-10-03T14:32:40.521521,2138,13,M428,99.31,2.8223335903021507e-05,False,False,False
2025-10-03T14:32:40.531553,2139,13,M408,75.0,2.663335544639267e-05,False,False,False
2025-10-03T14:32:40.542886,2140,17,M242,163.61,1.0376383841048664e-07,False,False,False
2025-10-03T14:32:40.551745,2141,15,M235,89.99,1.879307092167437e-06,False,False,False
2025-10-03T14:32:40.563322,2142,4,M496,23.41,4.6181745005924313e-07,False,False,False
2025-10-03T14:32:40.574381,2143,21,M369,278.83,4.047114998684265e-08,False,False,False
2025-10-03T14:32:40.585039,2144,7,M680,287.06,4.008579779224419e-08,False,False,False
2025-10-03T14:32:40.595718,2145,25,M984,119.23,0.0007507753325626254,False,False,False
2025-10-03T14:32:40.604796,2146,13,M751,55.61,2.767798832792323e-05,False,False,False
2025-10-03T14:32:40.616405,2147,19,M591,1060.68,3.137969051270062e-11,False,False,False
2025-10-03T14:32:40.626662,2148,7,M483,222.21,8.728098066512757e-08,False,False,False
2025-10-03T14:32:40.637281,2149,1,M265,295.5,3.6022431260107624e-08,False,False,False
2025-10-03T14:32:40.648161,2150,2,M268,359.54,4.174970769099673e-08,False,False,False
2025-10-03T14:32:40.657878,2151,23,M879,12.63,3.247817232931993e-07,False,False,False
2025-10-03T14:32:40.668293,2152,2,M847,581.74,3.405880732998412e-08,False,False,False
2025-10-03T14:32:40.680445,2153,2,M518,493.62,4.580317281011048e-08,False,False,False
2025-10-03T14:32:40.689909,2154,20,M714,439.46,2.4980354282888584e-06,False,False,False
2025-10-03T14:32:40.700815,2155,11,M758,21.09,5.985572926192617e-08,False,False,False
2025-10-03T14:32:40.711675,2156,5,M776,71.5,3.9110975080802746e-07,False,False,False
2025-10-03T14:32:40.722582,2157,2,M458,532.96,3.5698430878028375e-08,False,False,False
2025-10-03T14:32:40.734163,2158,9,M151,172.44,6.256063045384508e-08,False,False,False
2025-10-03T14:32:40.744232,2159,23,M605,32.46,3.9798585760308924e-08,False,False,False
2025-10-03T14:32:40.754660,2160,4,M696,25.61,4.000430351425166e-07,False,False,False
2025-10-03T14:32:40.767274,2161,15,M707,60.5,3.5174161894246936e-06,False,False,False
2025-10-03T14:32:40.778292,2162,1,M880,350.1,6.914945060998434e-08,False,False,False
2025-10-03T14:32:40.788005,2163,25,M492,63.03,4.92218021008739e-07,False,False,False
2025-10-03T14:32:40.797967,2164,18,M146,6.4,2.0591544469539258e-08,False,False,False
2025-10-03T14:32:40.807637,2165,9,M545,250.0,8.842712873047276e-08,False,False,False
2025-10-03T14:32:40.820156,2166,20,M555,189.19,1.222080925344926e-07,False,False,False
2025-10-03T14:32:40.831218,2167,15,M512,127.57,1.708604486339027e-06,False,False,False
2025-10-03T14:32:40.841417,2168,19,M138,1360.39,1.2705041012306406e-12,False,False,False
2025-10-03T14:32:40.851727,2169,7,M271,237.8,5.061716379373138e-08,False,False,False
2025-10-03T14:32:40.862886,2170,15,M914,500.0,0.9974129796028137,True,True,True
2025-10-03T14:32:40.872554,2171,12,M257,92.76,1.9182988353350083e-07,False,False,False
2025-10-03T14:32:40.883184,2172,21,M406,414.92,1.5865022362504533e-07,False,False,False
2025-10-03T14:32:40.892563,2173,18,M594,6.42,1.6633356025863577e-08,False,False,False
2025-10-03T14:32:40.904876,2174,17,M883,161.18,1.0988279086632247e-07,False,False,False
2025-10-03T14:32:40.914295,2175,22,M972,578.02,9.779682841326576e-07,False,False,False
2025-10-03T14:32:40.926421,2176,1,M570,314.68,4.382756912946206e-08,False,False,False
2025-10-03T14:32:40.936555,2177,15,M632,41.17,6.591739747818792e-06,False,False,False
2025-10-03T14:32:40.947450,2178,25,M146,81.14,3.0523429472850694e-07,False,False,False
2025-10-03T14:32:40.958179,2179,20,M407,377.29,2.231841165212245e-07,False,False,False
2025-10-03T14:32:40.968155,2180,13,M390,78.53,2.9010727303102612e-05,False,False,False
2025-10-03T14:32:40.978749,2181,5,M195,50.88,5.628306780636194e-07,False,False,False
2025-10-03T14:32:40.990036,2182,18,M456,3.27,1.55131232304484e-07,False,False,False
2025-10-03T14:32:41.000047,2183,19,M934,1081.36,1.9470432210955124e-10,False,False,False
2025-10-03T14:32:41.011398,2184,19,M537,1184.41,6.156780814337015e-12,False,False,False
2025-10-03T14:32:41.021687,2185,18,M260,4.77,7.334111273848976e-08,False,False,False
2025-10-03T14:32:41.033511,2186,8,M938,6.92,8.785164391156286e-05,False,False,False
2025-10-03T14:32:41.044258,2187,15,M251,110.78,2.2627052658208413e-06,False,False,False
2025-10-03T14:32:41.054908,2188,11,M849,24.86,4.207065629202589e-08,False,False,False
2025-10-03T14:32:41.063636,2189,15,M442,150.0,1.743706548040791e-06,False,False,False
